name,lat,lon
N'Guengueye,15.12,-16.45
N'Guenne Seye,15.36,-16.23
N'Gueoul,15.15,-16.55
N'Guera,15.15,-16.17
N'Gueyenne,13.7,-14.75
N'Guier,13.8,-16.08
N'Guinienne,15.13,-16.35
N'Jalal,13.62,-14.47
N'Ouielee,14.97,-17.03
N'Thiagar,16.48,-15.86
N'Thiago,16.39,-15.73
N'diayen,15.62,-14.41
N'diom,16.51,-14.65
N'doi,15.86,-16.44
N'gayokhen,14.53,-16.43
N'guert,16.11,-16.21
NGaye,15.01,-16.68
NTiarr,15.84,-16.42
Naba,14.85,-15.72
Nabadji,15.75,-13.38
Naban,14.83,-15.73
Nabar,14.8,-15.72
Nadioto,13.05,-16.15
Nafadji,12.62,-11.61
Naglou Sam Sam,14.05,-16.77
Naide,15.96,-14.9
Naide,14.97,-15.88
Naiobe,15.65,-16.05
Nake,14.78,-16.42
Nalal Daou,15.22,-14.2
Namanderi,14.91,-12.59
Namene,15.3,-16.23
Namo,12.9,-14.87
Naméko,12.68,-14.68
Namél,12.56,-12.46
Nandjigui,13.98,-15.53
Nandoumar,12.35,-12.36
Nane,12.85,-14.2
Nane Teude,14.93,-17.04
Nanganam,14.17,-13.03
Nangango,16.59,-14.81
Nangar,12.61,-12.81
Nango,12.63,-12.92
Nangou,12.48,-12.81
Nanine Koye,14.1,-14.52
Nankilan,13.82,-14.18
Nanéko,13.22,-15.33
Naolérou,13.6,-15.93
Naoni,14.42,-15.63
Naoudourou,14.08,-15.95
Naoudé,13.87,-13.35
Naoul,13.23,-13.82
Naouré,15.05,-14.44
Narga,14.82,-15.8
Narga,14.5,-15.88
Narga,14.35,-15.88
Narkokal,14.73,-17.12
Nassine,13.53,-14.27
Natango,14.67,-17.18
Natchilati,12.75,-13.8
Natia,12.47,-12.35
Natol,14.83,-15.6
Navarene,14.2,-15.33
Navel,15.63,-13.25
Navel,15.61,-15.61
Naydé,15.73,-15.94
Naydé,15.13,-15.26
Naye,14.82,-16.05
Naye Boyal,14.52,-15.72
Nayes,14.42,-12.21
Nayon Diam Poulo,14.43,-14.55
Nayon Keur Kadi,14.43,-14.57
Nayon Madou,14.42,-14.55
Naéré,16.23,-15.89
Naïdé Boussa,14.97,-15.87
Naïfa,12.78,-14.8
Nbamba,15.13,-16.53
Nbanar,15.98,-15.88
Nbela,16.16,-16.3
Nbissel,14.15,-16.75
Nboutembou,13.6,-14.33
Ndabe Sow,15.88,-16.27
Ndabe Tal,15.89,-16.27
Ndadafar,14.53,-16.77
Ndafene,14.4,-16.55
Ndagam,14.37,-16.25
Ndakar,14.73,-15.95
Ndakar,14.08,-15.05
Ndakhar,13.82,-15.3
Ndakhar,15.75,-16.1
Ndakhar,13.8,-15.52
Ndakhar Koba,15.97,-16.07
Ndalarlo,15.71,-15.96
Ndalla,15.54,-15.95
Ndalom,15.48,-16.23
Ndam,15.7,-16.13
Ndam,15.58,-16.08
Ndam,15,-16.03
Ndam,14.86,-17.09
Ndam,14.08,-14.58
Ndam,13.7,-16.02
Ndam Dam,15.6,-16.39
Ndam Gott,15.58,-16.28
Ndam Kalil,15.63,-16.15
Ndama,13.82,-15.7
Ndame,15.89,-15.9
Ndame,14.82,-15.9
Ndamio,15.07,-16.88
Ndanga,13.82,-14.83
Ndangane,14.49,-17.09
Ndangour Fal,15.87,-16.17
Ndankou,13.83,-15.37
Ndaouène,15.66,-16.25
Ndar,16.03,-16.62
Ndarame,14.95,-15.07
Ndarami,15.58,-14.78
Ndare,14.73,-17.51
Ndari,14.93,-16.45
Ndaring Serere,14.48,-17.03
Ndaro,13.88,-16.03
Ndarou Diobene,13.87,-13.33
Ndarou Matar,13.68,-16.1
Ndatou,14.1,-14.3
Ndavass,15.85,-16.29
Ndavene,15.47,-16.45
Ndayane,14.56,-17.13
Ndayane,14.42,-15.8
Ndebou,12.52,-12.43
Ndefane,14.73,-17.29
Ndei,14.84,-17.04
Ndelle Boye,16.17,-16.29
Ndenak,15.26,-15.71
Nder,16.25,-15.89
Nderi,13.95,-15.8
Ndetach,14.63,-17.17
Ndeune,15.15,-16.93
Ndeye Tasse,14.99,-17.02
Ndia,15.73,-16.12
Ndia,14.87,-16.12
Ndia,14.56,-12.75
Ndiba,13.68,-15.67
Ndiba,13.77,-15.55
Ndiba,13.7,-16.08
Ndibène,15.11,-15.87
Ndibène Dahra,15.33,-15.48
Ndibé,15.08,-16.12
Ndidiène,14.48,-16.65
Ndiebel,14.35,-16.17
Ndiebel,14.35,-16.15
Ndiebene Toube,15.98,-16.44
Ndiedene,15.88,-16.48
Ndiefougne Khélène,14.8,-16.65
Ndieguem,14.85,-17.08
Ndieguiène,13.65,-15.88
Ndiek,15.38,-15.99
Ndiekhirat Ndlobene,14.79,-17.22
Ndiekhirat Peul,14.77,-17.2
Ndielber,14.7,-16.3
Ndielkougne Diol,15.23,-16.73
Ndieme,13.92,-15.45
Ndiene,15.2,-15.55
Ndiene,14.82,-16.45
Ndieng,14.82,-16.47
Ndieng,14.18,-15.87
Ndiengué,14.92,-16.47
Ndierba,16.52,-15.32
Ndieri,15.55,-16.3
Ndieri,14.15,-15.53
Ndigal,14.8,-15.78
Ndigane Keur Gadie,13.63,-16.32
Ndikaye,14.52,-16.98
Ndikdokine,14.6,-16.63
Ndilla,15.34,-15.05
Ndimb,14.87,-16.25
Ndimb,14.8,-16.4
Ndimbou,16.05,-16
Ndimene,15.22,-15.5
Ndinat,14.76,-17.48
Ndindi,14.73,-16.02
Ndinngui,14.67,-15.65
Ndiobene,15.97,-16.17
Ndiobene,15.67,-16.15
Ndiobene,15.15,-16.23
Ndiobene,15.08,-16.18
Ndiobene,14.87,-16.88
Ndiobene,14.87,-15.82
Ndiobene,14,-13.42
Ndiobene Toube Peul,16,-16.45
Ndiobiene,13.98,-15.88
Ndiobo,15.4,-16.18
Ndiobène Takhmbeut,16.01,-16.28
Ndiodeme,15.6,-16.5
Ndiodori,14.63,-14.98
Ndiogop,14.8,-16.15
Ndiogueye,15.62,-16.48
Ndiok,13.88,-15.33
Ndiok Doumaleourou,14.43,-16.18
Ndiok Gadou Pane,15.25,-16.55
Ndiokhob,14.89,-17.13
Ndiol,16.14,-16.3
Ndiol,14.27,-16.68
Ndiol Peul,16.14,-16.32
Ndiol Sek,15.03,-16.32
Ndiolofene,13.18,-15.65
Ndiolrhos,14.23,-14.92
Ndiom Gaye,14.8,-16.47
Ndiomdi,14.05,-16.37
Ndiompi,15.16,-16.42
Ndione Kad,14.65,-16.38
Ndione Tigom,14.57,-16.33
Ndiongarane,14.75,-17.52
Ndiongo,16.22,-16.24
Ndiongop,14.59,-17.14
Ndionguène,14.75,-16.63
Ndionguène,14.02,-15.93
Ndiop,15.95,-16.36
Ndiop Gadiaga,15.28,-16.37
Ndiop Sisse,15.2,-16.77
Ndiorhoba,14.67,-16.3
Ndiorhorh,14.47,-17.03
Ndiorokh,14.61,-17.01
Ndiossi,15.37,-15.53
Ndioub Nâne Peul,15.97,-16.31
Ndioubène,14,-15.48
Ndioubène,13.95,-16.12
Ndioudiouf,14.38,-16.75
Ndioufene,15.05,-15.98
Ndioufene,13.68,-16.12
Ndiouga Dramé,13.83,-15.87
Ndiougoup,15.29,-15.81
Ndiougue Bress,16.21,-16.25
Ndiouguene,14.95,-15.95
Ndiouli,14.65,-16.42
Ndioum,14.02,-14.68
Ndioum,14,-14.67
Ndioumane,14.63,-16
Ndioundioukh,13.9,-16.5
Ndiourki,15.16,-15.98
Ndiouss Dieye,15.89,-16.36
Ndioyene,15.86,-15.65
Ndiraye,15.29,-15.34
Ndirene,14.97,-16.35
Ndirène,14.35,-15.87
Ndirène,14.8,-17.12
Nditi,16.22,-16.2
Ndiyene,16.09,-15.7
Ndièlèye,16.14,-16.24
Ndièrè,15.54,-15.93
Ndièye Séfour,15.45,-16.42
Ndjarno,15.42,-15.3
Ndjibokh,14.72,-17.14
Ndjima,15.31,-15.98
Ndjouki,15,-15.65
Ndlaene,15.01,-15.94
Ndodj,15.46,-15.35
Ndodj,14.52,-16.2
Ndof,14.25,-16.58
Ndofane,14.45,-16.32
Ndofane,14.42,-16.47
Ndofane,14.25,-16.78
Ndofane,14.23,-16.1
Ndofane,14.05,-16.27
Ndofane Latir,14.35,-16.3
Ndofongon,14.35,-16.63
Ndofène,14.63,-16.28
Ndofène,14.48,-16.27
Ndofène,14.38,-16.58
Ndoga,13.75,-14.1
Ndogadou,15.38,-15.48
Ndogadou,15.39,-15.46
Ndogka,14.53,-16.07
Ndogor,15.08,-16.08
Ndogue,14.91,-17.06
Ndolor,14.38,-16.77
Ndombo,16.43,-15.7
Ndombo,14.52,-17.05
Ndomor,15.05,-16.86
Ndondol,14.77,-16.63
Ndong,14.58,-16.55
Ndorbos,16.6,-14.33
Ndorhle,14.57,-16.52
Ndorma,13.17,-15.03
Ndorobe,15.4,-15.02
Ndoron,14.08,-16.47
Ndorong,14.53,-16.8
Ndorong,13.98,-16.33
Ndos,14.5,-17.09
Ndoss,14.45,-16.35
Ndouf,14.7,-17.09
Ndougossine,13.7,-14.33
Ndoukhoura Ouolof,14.68,-17.17
Ndoukhoura Peul,14.69,-17.17
Ndoukoumane,14.87,-16.7
Ndouli,15.27,-15.46
Ndoulo,14.73,-16.12
Ndoulo Malka,14.5,-15.95
Ndouloum,14.47,-16.23
Ndouloum Adji Founebe,15.82,-13.42
Ndouloum Adji Ndiambe,15.8,-13.4
Ndoumbil,15.05,-16.48
Ndoumbout,13.73,-16.43
Ndoun,13.98,-14.72
Ndoup,14.75,-17.47
Ndour Ndour,14.2,-16.03
Ndour Ndour,14.1,-16.3
Ndourène,15.09,-15.88
Ndoussoua,13.62,-14.4
Ndoute Selem,14.75,-17.16
Ndoye Ouolof,15.87,-16.44
Ndoye Peul,15.87,-16.45
Ndoyene Deux,14.76,-17.13
Ndoyène,14.85,-15.63
Ndoyène,14.55,-16.02
Ndoïtsé,15.85,-16.07
Ndramé,15.18,-15.56
Ndurki,15.27,-16.3
Ndèftili,15.66,-14.26
Negodie,12.48,-12.58
Negue,15.7,-15.58
Neguebakho,12.82,-12.44
Nekoum,15.22,-14.72
Nelbe,15.28,-13.98
Nelbe,15.48,-15.58
Nema,13.87,-15.62
Nema,13.73,-16.48
Nema,13.47,-13.68
Nema,13.08,-16.3
Nema,12.89,-15.53
Nema,12.67,-12.05
Nema Diassor,13.02,-15.58
Nemataba,13.58,-13.92
Nemataba,13.57,-13.88
Nemataba,13.22,-14.08
Nemataba Mandingue,12.78,-15.02
Nenete,16.44,-14.8
Nepen Diakha,12.39,-12.56
Nepen Peul,12.39,-12.55
Nerane,14.32,-16.45
Nessenngueye,15.32,-16.3
Nesséona,14.53,-15.65
Neti Daga,14.13,-15.63
Ngabitol,14.52,-14.6
Ngabou,14.79,-12.67
Ngabou Fal,14.9,-16.05
Ngabou Mourid,14.77,-15.97
Ngad Ngourane,16.18,-16.43
Ngadj,15.88,-16.22
Ngadj,14.48,-16.62
Ngadj,14.2,-15.9
Ngahado Boguel,15.34,-15.87
Ngaina,15.91,-16.4
Ngalagna Diaraf,14.52,-16.37
Ngalangué,14.35,-16.2
Ngalap,14.76,-17.27
Ngalap,14.76,-17.11
Ngalel,16.04,-16.44
Ngalik,15.17,-16.35
Ngalou Sessene,14.03,-16.77
Nganado,15.35,-15.91
Nganda,13.83,-15.42
Ngandek,15.02,-16.55
Ngander,14.68,-16.43
Ngandiouf,15.26,-16.4
Ngane,14.18,-16.08
Ngane Saer,14.2,-16.05
Nganno,15.47,-13.05
Ngaou,15.21,-14.8
Ngapar,13.87,-15.88
Ngaparou,14.76,-17.12
Ngar,15.17,-15.92
Ngar,15.43,-16.1
Ngar Gueye,14.25,-15.87
Ngaraf,15.36,-15.29
Ngaraf,15.57,-16.37
Ngaraf,15.45,-16.62
Ngarane,16.18,-13.94
Ngari,14.81,-17.14
Ngari,12.63,-12.25
Ngari Ali,14.41,-12.91
Ngaring,14.48,-17.04
Ngaring,14.73,-17.11
Ngassama,15.18,-16.48
Ngassaman,14.7,-15.8
Ngassemane,15.14,-15.57
Ngassiak,14.53,-16.55
Ngassinirou,14.55,-15.92
Ngat Peul,15.37,-16.72
Ngayaf,14.53,-16.73
Ngaye,15.88,-16.2
Ngaye Diaye,15.4,-16.03
Ngaye Ngaye,15.95,-16.45
Ngayene,15.58,-16.32
Ngayene,15.43,-15.15
Ngayene,14.97,-15.98
Ngayene,13.68,-15.5
Ngayene,13.63,-15.95
Ngayene,13.62,-16.05
Ngayene Hamdalaye,14.12,-14.5
Ngaïna Lébou,15.94,-16.48
Ngembé,15.11,-16.31
Nghadior,13.96,-16.59
Nghass,15.13,-16.62
Ngnitigaye,15.03,-15.91
Ngobe,15.59,-15.06
Ngodilé,14.57,-16.6
Ngodom,15.42,-15.98
Ngogom,14.73,-16.42
Ngohé,14.62,-16.3
Ngohé,14.57,-16.05
Ngokare,14.18,-16.03
Ngoki,12.82,-14.47
Ngokine,14.98,-16.48
Ngoko,14.68,-16.23
Ngold,14.83,-15.52
Ngolo,15.52,-15.48
Ngolo,15.51,-15.48
Ngolomone,14.62,-16.13
Ngolotie,14.22,-16.15
Ngoloum,14.22,-15.88
Ngoléyène,14.82,-17.27
Ngom,14.57,-15.68
Ngom Latri,14.52,-15.65
Ngombol,14.55,-17.06
Ngomene,15.03,-16.12
Ngomene,14.83,-17.03
Ngonda,14.7,-17.12
Ngonine,14.6,-16.5
Ngonor,14.68,-14.52
Ngop,12.6,-12.83
Ngor,13.68,-16.08
Ngor,14.77,-17.09
Ngoré Yop,14.87,-16.85
Ngossèkh,14.64,-17.07
Ngossèkh,14.61,-17.08
Ngotche,14.23,-16.22
Ngoudouro,13.42,-14.85
Ngouissi,15.15,-15.83
Ngouke Diama,13.8,-15.25
Ngouké Kouké,13.8,-15.27
Ngouloul,14.27,-16.32
Ngouloum,15.93,-13.73
Ngouloum Teugue,15.5,-15.26
Ngouloum Thiarène,15.51,-15.27
Ngoult,14.6,-16.22
Ngoultoune,14.48,-16.75
Ngoulé,14.6,-16.17
Ngoumba,15.47,-16.34
Ngour Soare,14.58,-15.8
Ngouve Lamane,15.28,-16.73
Ngouy Si Ouakh,14.08,-14.9
Ngouye Bé,15.27,-16.73
Ngouye Diaraf,14.13,-14.82
Ngraf,15.55,-15.34
Nguedj,14.02,-16.77
Nguekohe,14.51,-17
Nguekokh,14.05,-16.32
Nguekor,14.25,-16.07
Nguembé,15.41,-15.98
Nguemian,14.28,-16.75
Nguenena,15.38,-15.12
Nguenne,15.48,-16.08
Nguenne Sar,15.71,-16.28
Nguer,14.13,-15.82
Nguermalal,15.73,-16.01
Nguesse,15.2,-15.99
Nguessim,14.28,-16.58
Nguet,15.34,-15.5
Ngueundouf,14.81,-17.21
Nguewel,14.82,-17.18
Ngueye Dilé,15.6,-16.22
Ngueyene,15.7,-15.94
Ngueyene,15.44,-15.99
Ngueyene,13.9,-14.57
Ngueyene,13.82,-14.63
Nguick,15.82,-16.18
Nguick,14.93,-17.02
Nguick-Sakal,15.82,-16.22
Nguide Mbalo,13.1,-14.27
Nguidiane,14.62,-16.03
Nguidiolakh,15.97,-16.38
Nguiedj,14,-15.23
Nguiguis,15.15,-16.56
Nguimmbou,15.18,-16.33
Nguinte,14.63,-16.8
Nguiobene,15.65,-16.17
Nguistal,14.81,-17.23
Nguité,14.52,-16.9
Nguière,13.92,-15.25
Nguène,15.57,-16.33
Nguène,14.74,-17.14
Nguènou Golo,14.75,-17.31
Nguènt Nawar,16.16,-16.27
Nguébé,14.73,-15.68
Nguékokh Ouolof,14.51,-17.01
Nguékokh Sérère,14.52,-17.01
Nguévik,13.9,-15.85
Nhar,14.48,-13.53
NiaSene,16.01,-16.16
Niabandou,14.27,-14.7
Niacoulrab,14.79,-17.27
Niacène,15.27,-16.07
Niadem,12.84,-15.87
Niadiou,12.52,-16
Niaere,13.13,-16.3
Niaf Nangou,14.95,-17.11
Niafarang,13.05,-16.73
Niafor,12.52,-15.65
Niafougne,13.25,-15.62
Niaféna,12.46,-16.14
Niaga,14.81,-17.25
Niaga Peul,14.83,-17.24
Niagalankome,12.41,-11.99
Niaganar,12.77,-16.5
Niagane,15.23,-16.38
Niagne,14.33,-16.57
Niagniene,13.78,-15.93
Niaguis,12.57,-16.17
Niahène,14.02,-15.2
Niaka,15.3,-14.91
Niakabana,13.38,-11.68
Niakar,14.48,-16.4
Niakare,12.73,-14.13
Niakaye,14.65,-17.14
Niaken,15.07,-16.35
Niakhal,15.63,-16.3
Niakhib,14.82,-17.05
Niakhène Diama,15.07,-16.33
Niakobede,12.7,-14.08
Niakoul Birane,15.3,-16.53
Niakoul Ndiombar,14.64,-17.16
Niakounda,12.53,-15.62
Niala Baoude,14.32,-13.73
Nialokan,13.07,-15.92
Nialon,12.37,-16.71
Nialoumbel,15.02,-14.71
Nialoumbel Tiaské,15.03,-14.76
Niaman Filiké,12.66,-12.62
Niamaré,13.87,-16.63
Niamaya,13.16,-11.95
Niamina,15.47,-15.49
Niamina,15.02,-16.67
Niaming,13.32,-14.75
Niammoro,14.18,-16.45
Niamone,12.74,-16.33
Nianakounda,13.67,-13.65
Nianane,14.42,-16.42
Nianao,12.72,-14.17
Nianbalan,12.45,-16.52
Niandane,16.59,-15
Niandane,12.66,-16.14
Niandassara,12.88,-12.02
Niandianki,12.96,-15.65
Niandiem,15.5,-15.66
Niandinndia Dimbel,12.72,-14.48
Niandouba,12.9,-13.97
Niandoul,15.36,-15.54
Niandoul,15.7,-16.37
Niang,16.51,-14.92
Niang Ouade,15.15,-16.78
Niang Tass,15.17,-16.78
Nianga,12.71,-15.27
Niangana Kolel,14.74,-12.68
Niangana Tiedel,14.73,-12.69
Niangane,14.72,-17.17
Niangay,14.42,-16.05
Nianghène,14.12,-15.43
Niangoure,12.68,-14.12
Niangue,14.9,-16.67
Nianguene,15.82,-16.32
Nianguene,15.28,-16.07
Nianguene,14.05,-15.65
Nianguene Yerouane,14.13,-15.45
Nianguimani,12.42,-11.98
Nianine,14.35,-16.93
Nianing Boro,14.33,-16.92
Nianka,14.85,-15.9
Niankit,12.97,-16.23
Nianta,13.83,-16.03
Nianène,13.9,-16.08
Niaoule,13.63,-13.53
Niaoule,16.66,-15
Niaoule,13.48,-13.65
Niaoump,12.98,-15.86
Niapa Balla,13.87,-15.98
Niape,12.85,-14.03
Niapguel,14.47,-15.97
Niarabourou,12.88,-12.45
Niaret,15.92,-16.35
Niarhine,14.82,-16.07
Niari Gaye,15.02,-17.04
Niassa,12.47,-16.38
Niassante,16.16,-15.56
Niassarang,12.89,-16.26
Niassène,12.75,-15.89
Niassène Dianka Ali,13.95,-16.23
Niaye,14.87,-15.68
Niaye Alla,14.74,-17.31
Niaye Bou Goude,14.72,-17.24
Niaye Niougou,14.83,-17.18
Niayene,14.68,-16.05
Niayene,13.6,-15.95
Nibane,14.95,-15.65
Nibré Ba,14.95,-15.78
Niedine,12.73,-13.02
Niedine,12.7,-13.03
Niem,15.62,-16.27
Niemeneki,13.01,-12.55
Niemou,14.4,-16.37
Nieniene,12.75,-14.52
Nienoko,13.55,-11.98
Niepi Samba,13.48,-15.13
Nier Ouolof,15.35,-16.17
Nieri Diofe,14.78,-15.7
Nieti-Yone,16.34,-15.87
Nimsate,15.26,-15.98
Ninam,14.72,-15.7
Ning,14.55,-16.77
Niobel,14.8,-16.25
Niocolo Koba,13.08,-12.73
Niodior,13.87,-16.73
Niokhoul Niaba,15.3,-16.55
Niom Dade,15.39,-15.94
Niomar,14.47,-16.72
Niomar,14.43,-16.7
Niombré,15.12,-15.91
Niombré,14.45,-16
Niomoune,12.64,-16.66
Niomre Lo,15.67,-16.12
Nionaga,12.42,-11.72
Nionbre,14.4,-15.98
Niorki,12.92,-15.98
Nioro,13.75,-15.8
Nioro,13.5,-15.05
Nioro,13.28,-14.12
Nioro,12.64,-15.38
Nioro Alassane,13.77,-16.33
Niou Nayerou,14.62,-14.87
Niou Sogui,15.42,-16.65
Nioufaye,13.27,-13.2
Niouki,15.01,-15.58
Nioukou,15.48,-15.13
Niounghani,13.17,-13.2
Nissi,12.66,-16.75
Noamlo,15.4,-16.38
Nobandam,14.32,-16.68
Nobi,15.79,-15.64
Nodi,15.33,-13.12
Noflaye,14.75,-17.2
Noflaye,14.79,-17.21
Nolk Diabe,15.97,-15.29
Nopi Birama,15.37,-15.59
Noto,14.99,-17.01
Noto,14.7,-16.88
Noualko,16,-15
Noukwel,14.58,-15.97
Noumal,16.17,-14.02
Noumayel,13.7,-13.37
Noumoufouga,12.47,-11.48
Noung Ndout,14.68,-17.1
Ntiaye,14.92,-17.06
Nébodji,14.93,-15.75
Nébé,14.6,-16.18
Nékhé,15.05,-16.43
Néma Dimbel,12.73,-14.33
Néma Ding,13.72,-16.43
Némourato,12.88,-15.01
Néouatar,15.18,-16.43
Néto,13.1,-14.2
Néttéboulou,13.58,-13.78
Oddourou,15.85,-13.3
Odebere,15.57,-13.1
Odioldou,15.32,-13.87
Odiole,15.02,-14.97
Ogo,15.55,-13.28
Ogo,14.58,-15.83
Olol,16.32,-14.2
Ololdou,14.83,-12.52
Ombo,15.55,-13.35
Onntorbé,15.7,-13.42
Ore,14.27,-14.88
Ori Diofa,14.83,-15.75
Orkadiéré,15.28,-12.96
Orndoldé,15.48,-13.1
Ornoldé,15.49,-12.97
Orétiendi,12.95,-14.02
Pabel,15.36,-15.74
Pada,13.82,-13.85
Padaf,13.8,-15.58
Padelo,15.07,-15.95
Padiara,13.92,-13.48
Padé,15.82,-13.48
Paffa,14.22,-15.97
Paffa,14.23,-15.08
Paffa Tierer,14.2,-15.98
Pafène,14.9,-16.57
Pahabi,13.62,-13.63
Pahane,13.7,-15.65
Paida,15.35,-16.22
Pakala,14.02,-15.57
Pakala,13.83,-14.93
Pakala,13.75,-16.37
Pakala,13.62,-15.52
Pakao,12.79,-16.39
Pakatiar Ndavene,13.93,-15.82
Pakeba Maka Sisse,13.55,-14.3
Pakha,13.77,-15.72
Pakhaso,15.7,-16.12
Pakinia,13.02,-13.87
Pakinia Yerba,13,-13.88
Pakiran,13.9,-14.13
Pakour,12.75,-13.97
Pakéba,13.55,-14.37
Pal,14.77,-16.2
Pal,15.55,-16.44
Pal,15.03,-16.73
Palado,14.13,-16.02
Palagué,14.2,-14.38
Palai,14.76,-17.04
Palal,15.21,-15.49
Palal Bayouf,14.75,-17.04
Palatou,15.55,-16.45
Palim Kouta,12.75,-13.77
Pallo,14.92,-16.93
Palmeo,15.27,-16.55
Palèle,14.72,-16.42
Palène,15.53,-16.33
Palène,15.71,-15.95
Palène,15.07,-16.37
Palène,14.98,-15.85
Palène,14.85,-16.3
Palène,14.73,-16.35
Pam,15.27,-16.62
Pam,15.2,-16.4
Pambal,14.97,-16.9
Pambi,15.72,-13.42
Pampi,15.32,-15.52
Pamène,14.6,-16.82
Panal,14.45,-15.72
Panal,14.32,-14.43
Panal Bayar,14.45,-15.67
Panangar,12.7,-13.97
Panao Serer,14.45,-15.68
Panda Yayake,16.04,-15.61
Pandite,12.98,-16.1
Panetiang Francas,13.8,-15.17
Panetiang Séring Si,13.8,-15.15
Paniat,14.02,-14.18
Paniat Boure,13.97,-14.07
Panket,15.85,-16.4
Pantiagniédié,14.52,-13.35
Pantodosse Diola,12.57,-15.88
Panui,14.48,-15.75
Pané,13.75,-16.02
Pané,13.67,-15.95
Paoskoto,13.78,-15.82
Paoumka,12.73,-13.75
Papamane,14.25,-16.73
Papao,12.69,-16.38
Par,15.52,-16.25
Parane,14.53,-16
Paraouol,14.37,-13.82
Parassè,14.13,-15.98
Parawol,14.84,-12.92
Parempémpé,13.87,-14.48
Pargui,14.4,-16.13
Pari,14.58,-16.9
Pari Demba Dombel,12.78,-13.87
Paroumba,12.8,-13.83
Paroumba Mandé,12.78,-13.83
Pas Bakane,15.38,-15.47
Pass,13.9,-14.17
Pass,15.53,-16.12
Pass Ndongo,13.72,-14.12
Passa,13.07,-14.05
Passi,13.98,-16.27
Passi NGayen,13.6,-16.14
Passi Ndialla,13.85,-15.48
Passi Ndinderlin,13.7,-16.4
Passi Ngayene,13.7,-15.47
Passi Rip,13.6,-15.63
Passoune,14.52,-16.87
Pata,13.43,-14.95
Patakour,14.72,-14.87
Patar,14.48,-16.17
Patar,15.4,-15.96
Patar,14.7,-16.15
Patar,14.57,-16.38
Patassi,12.53,-12.36
Pate,13.88,-15.15
Pate Galo,16.62,-14.45
Pate Mousse,14.8,-17.26
Patekounda,12.76,-15.27
Patelane,14.1,-14.22
Patiab,13.73,-14.12
Patiem 1,14.55,-15.88
Patiem 2,14.57,-15.9
Patièm,14.53,-15.88
Patouki,15.37,-13.65
Patouki,14.7,-12.83
Patoulane,13.87,-14.23
Patoulane Ouolof,13.85,-14.23
Patte d'Oie,14.74,-17.43
Paté Sek,14.85,-16.4
Payama,13.68,-15.58
Payar,14.45,-14.5
Paye Mar,13.87,-16.15
Payene,15.07,-16.6
Payene,14.9,-15.82
Paykouk,14.77,-16.9
Payomar,13.85,-16.27
Payongon,12.72,-14.07
Pegne,13.08,-16.32
Pekh Tal,15.47,-16.4
Pelel Kindessa,12.38,-12.37
Pelour,15.85,-16.44
Pelour II,15.84,-16.45
Pendakare,13.7,-13.75
Pendao,16.62,-15.08
Pentior,14.69,-17.18
Perlele,16.07,-13.98
Pet Ouolof,15.14,-15.84
Petche,14.07,-16.37
Pete,16.11,-13.95
Pete,15.5,-14.42
Pete,14.08,-15.45
Pete Nianguene,15.62,-15.99
Pete Ouarak,15.65,-15.99
Pete Peul,15.64,-15.97
Petel Bodi,13.65,-14.52
Petiadji,15.71,-15.94
Petikan,12.53,-16.29
Petion,15.52,-16.68
Petit Balandine,13.1,-16.27
Petit Koulaye,12.85,-16.17
Petègne,14.3,-15.83
Petél,14.47,-14.72
Peuldognon,13.88,-15.13
Pidane,13.98,-16.45
Pidiro,12.83,-14.32
Pikine,14.75,-17.4
Pikine,16.01,-16.5
Pinnpal,15.2,-15.94
Piouti,15.38,-16.02
Pir,14.05,-14.15
Pir,14.02,-14.15
Pir Goureye,15,-16.72
Pir Nango,14.08,-14.65
Pir Ndavene,14.1,-14.62
Pira,12.78,-14.25
Piran,12.85,-16.23
Pire Ndari,14.87,-16.68
Pirgi,12.43,-15.73
Pirine,12.68,-14.2
Pirom,13.92,-14.73
Pitiana,13.03,-14.22
Pobenguem,14.56,-17.11
Podor,16.62,-15.04
Podor,16.65,-14.96
Pofdi I,14.8,-15.8
Pointe Sainte Georges,12.63,-16.56
Pol,14.95,-15.82
Polam Rok,14.63,-16.92
Polek,14.43,-16.43
Polel,15.27,-13
Polel Aoulabé,15.27,-13.03
Polongne,15.06,-15.65
Pompone,13.9,-15.92
Por Darame,14.05,-15.12
Poram,15.57,-14.8
Pordudal,14.44,-17.01
Potio Peul,15.58,-15.92
Potou,15.72,-16.5
Poua Diamo,16.23,-15.02
Poubar,14.3,-14.63
Poubasse,12.47,-16.11
Poubol,12.52,-16.14
Pouboul Kampanhe,12.52,-16.15
Poudaye,14.82,-16.62
Poudaye,14.55,-16.47
Pougnar,14.83,-16.55
Pouil Soump,15.17,-16.25
Poukham,14.35,-16.35
Poukham,14.35,-16.42
Poukène,13.1,-16.48
Poula Pissan,13.1,-14.17
Poulem,14.77,-15.52
Poultok,14.52,-16.5
Poultok,14.42,-16.68
Poulèrn,15.57,-13.42
Poundioum,15.94,-16.4
Pourdi,15.3,-15.31
Pourèle,16.11,-13.89
Pouré,15.42,-13.02
Pouréga,12.93,-13.93
Poute,15.65,-14.23
Poutou,14.7,-17.43
Poutou,14.71,-17.15
Prokhane,13.7,-15.83
Quack Oumgouna,13.75,-16.07
Quakhal,15.73,-16.37
Quarkéré,14.4,-15.45
Quarrac,15.51,-16.06
